"No","Nama Produk","Nomor Izin Edar / Notifikasi","Kandungan Bahan Berbahaya/Dilarang","Produsen / Pendaftar","Nomor Surat Public Warning"
"831","SO YOUNG Herbal Speed Color (Shampoo) Dark Brown","-","Ditemukan p-fenilendiamin 2,70% b/b yang tidak teridentifikasi pada notifikasi (produk palsu)","Saerom Cosmetics Co/. Ltd 119 Yeongun. Yeoncheon Eup, Yeoncheon Gun, Gyeonggi Do, South Korea","PW.02.04.1.4.10.22.169 (04/10/2022)"
"832","SOFT Whitening 2","-","Hidrokinon","","PW.2010"
"833","SOPHIE MARTIN Nutrilips Lipstick Winter Sky","NA18141303538","Merah K3 (CI Pigment Red 53)","PT. SOPHIE PARIS INDONESIA","IN.05.03.1.43.06.16.2848 (30/06/2016)"
"834","SOPHIE PARIS Mini Lipstick2","NA18131302381","Merah K3 (CI Pigment Red 53)","PT. SOPHIE PARIS INDONESIA","IN.05.03.1.43.06.16.2848 (30/06/2016)"
"835","SOPHIE PARIS Soft Matte Lip Color Venus","NA18141302266","Merah K3 (CI Pigment Red 53)","PT. SOPHIE PARIS INDONESIA","IN.05.03.1.43.06.16.2848 (30/06/2016)"
"836","SP Special UV Whitening Cream (Night Cream)","-","Merkuri/raksa (Hg)","","PW.2010"
"837","SP Spesial UV Whitening","-","Merkuri/ raksa (Hg)","","HM.03.03.1.43.12.12.8256 (27/12/2012)"
"838","Speaks G Skin Essential Brightening Rejuvenating Cream 10g","-","Asam Retinoat / Tretinoin, Hidrokinon","-","B-HM.01.01.1.44.11.18.5410 (14/11/2018)"
"839","SPEAKS G SKIN ESSENTIAL BRIGHTENING REJUVENATING TONER","-","Asam Retinoat / Tretinoin, Hidrokinon","-","B-HM.01.01.1.44.11.18.5410 (14/11/2018)"
"840","SPECIAL BARBIE UV Whitening","-","Merkuri/raksa (Hg)","","PW.2010"
"841","Special UV Whitening AAA Asli (SP)","-","Merkuri / raksa (Hg)","","HM.01.1.4.01.20.02 (01/07/2020)"
"842","Spesial Pearl Cream Super","-","Merkuri/ raksa (Hg)","","HM.03.03.1.43.12.12.8256 (27/12/2012)"
"843","SPV SUPER V Inter Professional Color Cream 8/11","-","Tidak ditemukan p-fenilendiamin yang diidentifikasi pada notifikasi (produk palsu)","","PW.02.04.1.4.10.22.169 (04/10/2022)"
"844","SPV SUPER V Inter Professional Permanent Hair Color Cream 8/11","-","Tidak ditemukan p-fenilendiamin yang diidentifikasi pada notifikasi (produk palsu)","","PW.02.04.1.4.10.22.169 (04/10/2022)"
"845","SS-II Cosmetic 5 in 1 Serlahkan Kejelitaanmu - Herbal Cream","-","Merkuri / raksa (Hg)","QEMRICH SDN. BHD., Malaysia","B-HM.01.01.1.44.11.18.5410 (14/11/2018)"
"846","SSII Treatment Cream","-","Asam Retinoat / Tretinoin, Hidrokinon","-","HM.01.1.2.10.21.49 (13/10/2021)"
"847","STEFANI Cream Malam","-","Hidrokinon","","HM.03.03.1.43.12.14.7870 (19/12/2014)"
"848","SULAMIT Miraculous White Day Cream Passion Series","NA 18120101271","Hidrokinon","PT. Puncak Masa Keemasan Indonesia","HM.03.03.1.43.12.14.7870 (19/12/2014)"
"849","SUNDAY Pro Hair Color Shampoo Natural Black","-","Ditemukan p-fenilendiamin 3,40% b/b yang tidak teridentifikasi pada notifikasi (produk palsu)","Guangzhou Liwei Cosmetics Co.,Ltd., China","PW.02.04.1.4.10.22.169 (04/10/2022)"
"850","SUTSHU Eye Shadow","-","Merah K3 (CI Pigment Red 53)","Sutshu Corp. Tokyo - Japan","KH.00.01.432.6147 (26/11/2008)"
"851","SUTSYU 18 Colors Eye Shadow 01","(Izin Edar dibatalkan)","Merah K3 (CI Pigment Red 53), Merah K10 (Rhodamin B)","Weiya Cosmetics Co. Ltd., Zhejiang - China, Distributor: Kosmet Raya, Jakarta","KH.00.01.43.2503 (11/06/2009)"
"852","SUTSYU Eye Shadow & Blusher 01","(Izin Edar dibatalkan)","Merah K3 (CI Pigment Red 53), Merah K10 (Rhodamin B)","Weiya Cosmetics Co. Ltd., Zhejiang - China, Distributor: Kosmet Raya, Jakarta","KH.00.01.43.2503 (11/06/2009)"
"853","SUTSYU Lipstick Color Fix ( No.01,03,04,06)","(Izin Edar dibatalkan)","Merah K3 (CI Pigment Red 53)","Weiya Cosmetics Co. Ltd., Zhejiang - China, Distributor: Kosmet Raya, Jakarta","KH.00.01.43.2503 (11/06/2009)"
"854","SUTSYU Lipstick Color Fix No. 05","(Izin Edar dibatalkan)","Merah K10 (Rhodamin B)","Weiya Cosmetics Co. Ltd., Zhejiang - China, Distributor: Kosmet Raya, Jakarta","KH.00.01.43.2503 (11/06/2009)"
"855","TABITA Daily Cream","-","Merkuri/ raksa (Hg)","","HM.04.01.1.43.05.13.2690 (13/05/2013)"
"856","TABITA Nightly Cream","-","Merkuri/ raksa (Hg)","","HM.04.01.1.43.05.13.2690 (13/05/2013)"
"857","TABITA Skin Care Smooth Lotion","-","Hidrokinon","","HM.04.01.1.43.05.13.2690 (13/05/2013)"
"858","Tai Lai Mei 21 ST Century Foundation","-","Merah K10 (Rhodamin B)","","KH.00.01.2.3984 (02/09/2004)"
"859","Tai Lai Mei Eye Shadow Two Way Cake","-","Merah K10 (Rhodamin B)","","KH.00.01.2.3984 (02/09/2004)"
"860","TAILAIMEI 12 Eye Shadow & 4 Blush & 3 Two Way Cakes","-","Jingga K1 , Merah K10 (Rhodamin B)","Tailamei Cosmetic Industrial Comp, China","HM.03.03.1.43.12.12.8256 (27/12/2012)"
"861","TAILAIMEI 3 in 1 Two Way Cake & Eye Shadow Color Control No. A3","-","Jingga K1 , Merah K3 (CI Pigment Red 53)","","HM.03.03.1.43.12.12.8256 (27/12/2012)"
"862","TAILAIMEI Eye Shadow & Blusher 3 Two Way Cake No. A12","-","Jingga K1 , Merah K3 (CI Pigment Red 53)","Tailamei Cosmetic Industrial Comp, China","HM.03.03.1.43.12.12.8256 (27/12/2012)"
"863","TAILAIMEI Fashion Make Up Kit Eye Shadow & Lipstick & Blusher & Two Way Cake No. A92","-","Jingga K1 , Merah K3 (CI Pigment Red 53) , Merah K10 (Rhodamin B)","Tailamei Cosmetic Industrial Comp, China","HM.03.03.1.43.12.12.8256 (27/12/2012)"
"864","TAILAIMEI Make Up Kit Beautyful Colors No. A 78","-","Jingga K1 , Merah K10 (Rhodamin B)","Tailamei Cosmetic Industrial Comp, China","HM.03.03.1.43.12.12.8256 (27/12/2012)"
